OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;TaxParcelIdentificationNumber;Location;CouncilDistrictCode;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);OtherFuelUse(kBtu);GHGEmissions(MetricTonsCO2e);GHGEmissionsIntensity(kgCO2e/ft2);DefaultData;Comment;ComplianceStatus;Outlier;2010 Census Tracts;Seattle Police Department Micro Community Policing Plan Areas;City Council Districts;SPD Beats;Zip Codes;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;Address;City;State;ZipCode;Latitude;Longitude;Comments;TotalGHGEmissions;GHGEmissionsIntensity;File Paths
20472;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Cedar Park Apartments;1453600660;;5;NORTH;2008;1;6;193691;0;193691;Multifamily Housing, Office, Parking;Multifamily Housing;150092;Parking;30575;Office;3498;;;43.29999924;47.5;97;104.3000031;6649938;7297443;0;1109866,75;3786865;28630,72266;2863072;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12740 30th Avenue NE;Seattle;WA;98125;47,72235;-122,29584;;178,46;0,92;2016-building-energy-benchmarking.csv
20474;2016;NonResidential;Other;EBBC LCW;1453600740;;5;NORTH;1949;0;1;22405;0;22405;Other, Retail Store;Other;11000;Retail Store;7500;;;;;189.1000061;192.3000031;324;326.2000122;3498214.75;3556717.25;0;325345,4063;1110079;23881,36133;2388136;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12537 Lake CIty Way NE;Seattle;WA;98125;47,72032;-122,29507;;134,57;6,01;2016-building-energy-benchmarking.csv
20480;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Lake City House;1453601041;;5;NORTH;1971;1;7;86283;0;86283;Multifamily Housing;Multifamily Housing;86283;;;;;;54;43.29999924;46.40000153;113.5;122.1999969;3739029.75;4003981.25;0;822159;2805207;9338,229492;933823;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12546 33rd Ave NE;Seattle;WA;98125;47,72082;-122,29195;;69,15;0,8;2016-building-energy-benchmarking.csv
20484;2016;Multifamily MR (5-9);Mid-Rise Multifamily;City North;1453601220;;5;NORTH;2001;1;6;57775;0;57775;Multifamily Housing, Parking, Retail Store;Multifamily Housing;71073;Retail Store;17043;Parking;11286;;;28.79999924;29.79999924;90.40000153;93.59999847;2536760.75;2627013;0;743481,875;2536760;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12508 Lake City Way NE;Seattle;WA;98125;47,71951;-122,29477;;17,68;0,31;2016-building-energy-benchmarking.csv
20490;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Solara;1453601380;;5;NORTH;2001;3;5;320739;93260;227479;Multifamily Housing, Parking;Multifamily Housing;179623;Parking;40114;;;;76;51;53;110.4000015;114;9162048;9526555;0;1432488,25;4887650;42743,97266;4274397;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12736 Lake City Way NE;Seattle;WA;98125;47,72226;-122,29316;;261,09;0,81;2016-building-energy-benchmarking.csv
20493;2016;Multifamily LR (1-4);Low-Rise Multifamily;Spring Lake Apartments;1453602441;;5;NORTH;1986;1;3;67624;0;67624;Multifamily Housing;Multifamily Housing;67624;;;;;;77;22.79999924;23.89999962;71.59999847;75.19999695;1541897.875;1618610.125;0;451904,4063;1541898;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12528 35th Ave. NE;Seattle;WA;98125;47,72008;-122,29031;;10,75;0,16;2016-building-energy-benchmarking.csv
20494;2016;SPS-District K-12;Other;Cedar Park Building;1454100350;;5;NORTH;2013;1;1;32590;0;32590;Other;Other;32590;;;;;;;41.79999924;46.20000076;84.5;89.09999847;1361794.25;1505296.875;0;185440,2031;632722;7290,722656;729072;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13224 37th Ave NE;Seattle;WA;98125;47,72606;-122,28747;;43,13;1,32;2016-building-energy-benchmarking.csv
20496;2016;Multifamily LR (1-4);Low-Rise Multifamily;Cedar Pointe of Seattle Condominiums;1459950000;;5;NORTHWEST;1978;1;4;73234;0;73234;Multifamily Housing, Parking;Multifamily Housing;65000;Parking;5000;;;;72;27.79999924;29;87.40000153;91.09999847;1808401.375;1886584.125;0;530012,125;1808401;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750 North 143rd Street;Seattle;WA;98133;47,73279;-122,34851;;12,61;0,17;2016-building-energy-benchmarking.csv
20497;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Cedars Apartments;1472350000;;7;DOWNTOWN;1988;1;5;145018;0;145018;Multifamily Housing, Parking, Restaurant;Multifamily Housing;54168;Parking;12660;Restaurant;5515;;25;37.70000076;39.20000076;118.3000031;123.1999969;2249449.75;2340786.5;0;659275,875;2249449;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2615 1st Avenue;Seattle;WA;98121;47,61543;-122,35074;;15,68;0,11;2016-building-energy-benchmarking.csv
20500;2016;NonResidential;Warehouse;Central Park;1486300005;;2;GREATER DUWAMISH;1985;1;1;37500;0;37500;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;61419;;;;;;36;29.5;31.10000038;92.19999695;97.19999695;1811506.375;1908057.875;0;527520;1799898;116,0800018;11608;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5614 7th Ave S;Seattle;WA;98108;47,552;-122,32262;;13,16;0,35;2016-building-energy-benchmarking.csv
20503;2016;NonResidential;Medical Office;Seattle Children's Hospital Odessa Brown Children's Clinic;1493600000;;3;CENTRAL;1990;1;2;39000;0;39000;Medical Office;Medical Office;39000;;;;;;25;67.09999847;68.09999847;192.3000031;193.3999939;2615247.75;2654904.25;0;666815,5;2275174;3400,72998;340073;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2101 E. Yesler Way;Seattle;WA;98122;47,60132;-122,30477;;33,92;0,87;2016-building-energy-benchmarking.csv
20506;2016;NonResidential;Other;NW ART AND FRAME/HUSKY ICE CREAM;1495300045;;1;SOUTHWEST;1924;1;1;22180;0;22180;Other - Mall, Restaurant;Other - Mall;14000;Restaurant;8180;;;;;229.3999939;234.8999939;492.7000122;496.2000122;5089083;5211179.5;0;783094,125;2671917;24171,66016;2417166;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4721 CALIFORNIA AVE SW;Seattle;WA;98116;47,56018;-122,38716;;147;6,63;2016-building-energy-benchmarking.csv
20644;2016;Multifamily LR (1-4);Low-Rise Multifamily;Parkridge;1337800870;;3;EAST;1984;1;3;66885;0;66885;Multifamily Housing, Parking;Multifamily Housing;44900;Parking;5170;;;;70;31.70000076;33;99.59999847;103.8000031;1423929.125;1483792.875;0;417329,6875;1423929;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1210 15th Ave;Seattle;WA;98122;47,6315;-122,31221;;9,93;0,15;2016-building-energy-benchmarking.csv
20509;2016;Multifamily LR (1-4);Low-Rise Multifamily;MD Building;1495300325;;1;SOUTHWEST;2007;1;4;28560;0;28560;Multifamily Housing, Office, Parking;Multifamily Housing;15418;Parking;5538;Office;2213;;;41.90000153;44.90000153;78.09999847;81.30000305;738592;791475.8125;0;84432;288082;4505,100098;450510;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4739 44th Avenue SW;Seattle;WA;98116;47,56001;-122,38856;;25,93;0,91;2016-building-energy-benchmarking.csv
20512;2016;Multifamily LR (1-4);Low-Rise Multifamily;Central Park East;1496130000;;3;CENTRAL;1980;1;3;52166;0;52166;Multifamily Housing;Multifamily Housing;43490;;;;;;28;33;35.90000153;103.5;112.5999985;1433573.25;1560121.75;0;420156,1875;1433573;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2001 E Yesler Way;Seattle;WA;98122;47,60109;-122,30551;;9,99;0,19;2016-building-energy-benchmarking.csv
20515;2016;SPS-District K-12;K-12 School;Beacon Hill International Elementary;1498300850;;2;GREATER DUWAMISH;1971;1;1;51704;0;51704;K-12 School;K-12 School;51704;;;;;;62;34.79999924;38;83.69999695;87.09999847;1799402.75;1965120.125;0;342275,9063;1167845;6315,571777;631557;;;;True;;Error - Correct Default Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025 14th Ave. S.;Seattle;WA;98144;47,58547;-122,3151;;41,68;0,81;2016-building-energy-benchmarking.csv
20519;2016;NonResidential;Distribution Center;2001 Plum LLC;1498302035;;2;GREATER DUWAMISH;1969;1;1;25920;0;25920;Distribution Center, Office, Refrigerated Warehouse;Distribution Center;19277;Refrigerated Warehouse;4051;Office;2592;;;47.09999847;46.79999924;140.8000031;138.8000031;1219744.75;1212529.75;0;332204,1875;1133481;862,6401367;86264;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2001 South Plum Street;Seattle;WA;98144;47,58513;-122,30645;;12,48;0,48;2016-building-energy-benchmarking.csv
20520;2016;NonResidential;Refrigerated Warehouse;oriental meats;1498302080;;2;GREATER DUWAMISH;1953;1;1;25480;0;25480;Refrigerated Warehouse;Refrigerated Warehouse;25480;;;;;;;29.10000038;29.10000038;91.40000153;91.40000153;741287.1875;741287.1875;0;217258,7969;741287;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2001 21st Ave S;Seattle;WA;98144;47,58528;-122,30595;;5,17;0,2;2016-building-energy-benchmarking.csv
20522;2016;NonResidential;Warehouse;MB Warehouse LLC;1498302235;;2;GREATER DUWAMISH;1970;1;2;31000;0;31000;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;31000;;;;;;;74.19999695;74.69999695;227.3999939;227.8999939;2301043.75;2315087.75;0;649711,6875;2216816;842,2700806;84227;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2028 21st Ave S;Seattle;WA;98144;47,58482;-122,30501;;19,93;0,64;2016-building-energy-benchmarking.csv
20523;2016;NonResidential;Small- and Mid-Sized Office;ABM/ Johnson Barrow;1498302245;;2;GREATER DUWAMISH;1961;1;1;29740;0;29740;Non-Refrigerated Warehouse, Office;Office;17804;Non-Refrigerated Warehouse;12208;;;;57;48.90000153;51.09999847;139;141.3000031;1467060.25;1533262;0;369049;1259195;2078,650146;207865;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2001 22nd ave. S.;Seattle;WA;98144;47,58528;-122,305;;19,82;0,67;2016-building-energy-benchmarking.csv
20525;2016;NonResidential;Distribution Center;Kusak Cut Glass Works, Inc.;1498302345;;2;GREATER DUWAMISH;1954;1;1;23236;0;23236;Distribution Center, Office, Retail Store;Distribution Center;20736;Office;1250;Retail Store;1250;;;18.70000076;20.79999924;39.20000076;41.40000153;433871;484136.8125;0;63685,19922;217294;2165,77002;216577;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1911 22nd Avenue S;Seattle;WA;98144;47,58607;-122,30445;;13,02;0,56;2016-building-energy-benchmarking.csv
20526;2016;NonResidential;Small- and Mid-Sized Office;Wellspring Family Services;1498302455;;2;SOUTHEAST;2009;1;3;38075;0;38075;K-12 School, Office, Retail Store;Office;29035;K-12 School;6213;Retail Store;2825;;;50.5;53.5;151.8000031;161.1000061;1921801.25;2035301.25;0;527377,5;1799412;1223,890015;122389;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900 Rainier AVE S;Seattle;WA;98144;47,58579;-122,3034;;19,04;0,5;2016-building-energy-benchmarking.csv
20529;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Center Park;1498303190;;3;SOUTHEAST;1969;1;7;139530;0;139530;Multifamily Housing, Parking;Multifamily Housing;111176;Parking;28354;;;;77;35.5;38.70000076;103.5999985;112.0999985;3944933.5;4305973;0;1033902,813;3527676;4172,569824;417257;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2100 25th Ave S;Seattle;WA;98144;47,58421;-122,29978;;46,75;0,34;2016-building-energy-benchmarking.csv
20531;2016;NonResidential;Small- and Mid-Sized Office;American Red Cross;1498303300;;3;SOUTHEAST;1970;1;2;39170;0;39170;Office;Office;35500;;;;;;81;60;63.40000153;126.9000015;130.1000061;2130673.75;2252219.5;0;318239,9063;1085835;10448,38965;1044839;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900 25th Ave S;Seattle;WA;98144;47,5859;-122,29957;;63,06;1,61;2016-building-energy-benchmarking.csv
20532;2016;Nonresidential COS;Other;Amy Yee Tennis Center;1498303565;;3;SOUTHEAST;1977;0;1;36070;0;36070;Other - Recreation;Other - Recreation;66597;;;;;;;21.60000038;23.20000076;68;72.69999695;1441665.375;1542945.125;0;422527,9063;1441665;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000 M L King Jr Way S;Seattle;WA;98134;47,58476;-122,29765;;10,05;0,28;2016-building-energy-benchmarking.csv
20534;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Centre Court;1499000000;;7;MAGNOLIA / QUEEN ANNE;2002;1;5;34542;9028;25514;Multifamily Housing, Office, Parking;Multifamily Housing;21169;Parking;9028;Office;4345;;;48.5;50.40000153;95.69999695;97.69999695;1237655.25;1286488.75;0;160241,9063;546745;6909,100098;690910;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116 Warren Ave N;Seattle;WA;98103;47,61911;-122,35377;;40,51;1,17;2016-building-energy-benchmarking.csv
20541;2016;NonResidential;Other;(ID20541) MYCON'S USED CARS;1624049229;;2;SOUTHEAST;1963;1;2;20047;0;20047;Other - Services;Other - Services;20047;;;;;;;5.900000095;6.400000095;18.39999962;20.10000038;117438.3984;128383.8984;0;34419,19922;117438;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3711 RAINIER AVE S;Seattle;WA;98144;47,56979;-122,29234;;0,82;0,04;2016-building-energy-benchmarking.csv
20542;2016;Multifamily LR (1-4);Low-Rise Multifamily;Crestview Apartments;1624049248;;2;SOUTHEAST;1968;1;3;37080;0;37080;Multifamily Housing;Multifamily Housing;37080;;;;;;62;31.29999924;33.29999924;98.40000153;104.5999985;1162007.625;1235777;0;340564,9063;1162007;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3630 Renton;Seattle;WA;98144;47,57086;-122,29546;;8,1;0,22;2016-building-energy-benchmarking.csv
20543;2016;Multifamily LR (1-4);Low-Rise Multifamily;Andover Court Apartments;1624049282;;2;SOUTHEAST;2002;0;3;22108;0;22108;Multifamily Housing;Multifamily Housing;21772;;;;;;47;36.29999924;38.09999847;114.0999985;119.8000031;791035.5;830420;0;231839,2031;791035;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000 Marthin Luther king way S;Seattle;WA;98108;47,56791;-122,29643;;5,51;0,25;2016-building-energy-benchmarking.csv
20552;2016;NonResidential;Retail Store;OLD WESTERN STEEL CASTING CO;1327300008;;2;GREATER DUWAMISH;1914;1;1;20000;0;20000;Retail Store;Retail Store;20000;;;;;;75;27.89999962;27.89999962;87.59999847;87.59999847;557863.6875;557863.6875;0;163500,5;557864;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3300 1ST AVE S;Seattle;WA;98134;47,57403;-122,3336;;3,89;0,19;2016-building-energy-benchmarking.csv
20556;2016;NonResidential;Warehouse;3300;1327300012;;2;GREATER DUWAMISH;1955;1;2;32400;0;32400;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;32700;;;;;;91;7.599999905;7.599999905;23.89999962;23.89999962;248616;248616;0;72865,20313;248616;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3300 6th Avenue South;Seattle;WA;98134;47,5741;-122,32541;;1,73;0,05;2016-building-energy-benchmarking.csv
20564;2016;Multifamily LR (1-4);Mixed Use Property;Sweetbrier Apartments;1794500785;;7;MAGNOLIA / QUEEN ANNE;2008;1;4;84147;0;84147;Multifamily Housing, Office, Parking;Multifamily Housing;38682;Parking;31384;Office;13881;;85;30.79999924;30.79999924;96.69999695;96.69999695;1618535.75;1618535.75;0;474365,6875;1618536;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 West Crockett;Seattle;WA;98109;47,63734;-122,35724;;11,28;0,13;2016-building-energy-benchmarking.csv
20565;2016;NonResidential;Supermarket / Grocery Store;Safeway 0368 - Queen Anne;1794500895;;7;MAGNOLIA / QUEEN ANNE;1962;1;1;25159;0;25159;Parking, Supermarket/Grocery Store;Supermarket/Grocery Store;25883;Parking;0;;;;38;344.1000061;350.5;755.2000122;762;8905287;9072714;0;1429919,75;4878886;40264,00391;4026400;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2100 Queen Anne Ave N;Seattle;WA;98109;47,63776;-122,35606;;247,85;9,85;2016-building-energy-benchmarking.csv
20570;2016;Multifamily LR (1-4);Mixed Use Property;Eden Hill (McKinstry);1794501111;;7;MAGNOLIA / QUEEN ANNE;2007;1;4;83175;0;83175;Multifamily Housing, Parking, Retail Store;Multifamily Housing;33547;Parking;31972;Retail Store;17656;;89;49.40000153;49.70000076;137.8999939;138.1999969;2531163;2546467.25;0;617642,125;2107395;4237,679688;423768;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11 West Crockett;Seattle;WA;98119;47,63678;-122,35734;;37,2;0,45;2016-building-energy-benchmarking.csv
20573;2016;Nonresidential COS;Other;Queen Anne Community Center;1794501150;;7;MAGNOLIA / QUEEN ANNE;1948;1;1;27247;0;27247;Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare;Other - Recreation;14317;Fitness Center/Health Club/Gym;7701;Pre-school/Daycare;3045;;;90.40000153;101;166.5;177.6999969;2332996.5;2607414.75;0;259177,4063;884313;14486,8291;1448683;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1901 1st Ave W;Seattle;WA;98119;47,63629;-122,35922;;83,1;3,05;2016-building-energy-benchmarking.csv
20577;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Park VIsta Cooperative;1797501310;;4;NORTHEAST;1928;1;5;58735;0;58735;Multifamily Housing;Multifamily Housing;58735;;;;;;96;36.20000076;40.90000153;52.90000153;58;2128963.5;2403526.5;0;122181;416882;17120,82031;1712082;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5810 Cowen PL NE;Seattle;WA;98105;47,67141;-122,31219;;93,83;1,6;2016-building-energy-benchmarking.csv
20585;2016;Multifamily LR (1-4);Low-Rise Multifamily;Anhalt Apartments;1806900395;;3;EAST;2015;2;3;29848;6555;23293;Multifamily Housing;Multifamily Housing;30629;;;;;;48;32.29999924;32.29999924;101.5;101.5;990361.5;990361.5;0;290258,3125;990361;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1600 E John;Seattle;WA;98112;47,61991;-122,31095;;6,9;0,23;2016-building-energy-benchmarking.csv
20586;2016;Multifamily LR (1-4);Low-Rise Multifamily;Buckley Apartments;1806900405;;3;EAST;1928;1;3;34455;0;34455;Multifamily Housing, Parking;Multifamily Housing;31455;Parking;0;;;;82;52.09999847;58.20000076;73.09999847;79.5;1639849.25;1829513.25;0;81082,10156;276652;13631,96973;1363197;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201 17th Ave E;Seattle;WA;98112;47,6199;-122,31037;;74,33;2,16;2016-building-energy-benchmarking.csv
20594;2016;Multifamily LR (1-4);Low-Rise Multifamily;Boylston Apartments;1817800015;;3;EAST;1990;1;4;28038;0;28038;Multifamily Housing, Parking;Multifamily Housing;28038;Parking;6300;;;;83;27.10000038;28.29999924;85;88.90000153;759405.6875;793884.1875;0;222569,0938;759406;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1816 Boylston Ave;Seattle;WA;98122;47,61807;-122,32285;;5,29;0,19;2016-building-energy-benchmarking.csv
20597;2016;Multifamily LR (1-4);Low-Rise Multifamily;Lancaster Apartments;1817800135;;3;EAST;1924;1;3;24939;0;24939;Multifamily Housing;Multifamily Housing;24939;;;;;;81;23.89999962;25.70000076;75;80.69999695;595978;640962.3125;0;174671,2031;595978;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;704 E Thomas;Seattle;WA;98102;47,62121;-122,32292;;4,15;0,17;2016-building-energy-benchmarking.csv
20604;2016;NonResidential;Distribution Center;MCNIVEN;1824049012;;2;GREATER DUWAMISH;1955;1;1;26680;0;26680;Distribution Center;Distribution Center;33987;;;;;;92;7.199999809;7.199999809;22.5;22.5;243518.2031;243518.2031;0;71371,10156;243518;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20-24 S. Idaho Street;Seattle;WA;98134;47,56489;-122,3409;;1,7;0,06;2016-building-energy-benchmarking.csv
20605;2016;NonResidential;Warehouse;VISKO BUILDING;1824049044;;1;DELRIDGE;1953;1;1;31521;0;31521;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;31521;;;;;;6;56.70000076;57.79999924;107.4000015;110.9000015;1788148;1823198.75;0;211296,7969;720945;10672,03223;1067203;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4229 WEST MARGINAL WAY SW;Seattle;WA;98106;47,56447;-122,35335;;61,71;1,96;2016-building-energy-benchmarking.csv
20613;2016;NonResidential;Warehouse;QFC Warehouse;1824049069;;2;GREATER DUWAMISH;1951;1;1;24000;0;24000;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;20400;Office;3600;;;;;52.40000153;62.90000153;93;104.0999985;1257033.5;1510110.25;0;127841;436193;8208,400391;820840;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3663 1st Avenue S;Seattle;WA;98134;47,56982;-122,33479;;46,64;1,94;2016-building-energy-benchmarking.csv
20614;2016;NonResidential;Self-Storage Facility;HGA Investment LLC;1824049070;;2;GREATER DUWAMISH;1952;1;1;21900;0;21900;Self-Storage Facility;Self-Storage Facility;21900;;;;;;;60.90000153;75.5;74.59999847;90;1333637.625;1654353.5;0;32880;112187;12214,51074;1221451;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14 S Idaho St;Seattle;WA;98134;47,56487;-122,34181;;65,65;3;2016-building-energy-benchmarking.csv
20617;2016;NonResidential;Retail Store;Seattle Habitat Store;1824049074;;2;GREATER DUWAMISH;1953;1;1;39900;0;39900;Non-Refrigerated Warehouse, Retail Store;Retail Store;25000;Non-Refrigerated Warehouse;15000;;;;100;3.599999905;3.599999905;6.400000095;6.400000095;145468.7969;145468.7969;0;14362,5;49005;964,6400146;96464;;;;True;;Error - Correct Default Data;Low outlier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21 S Nevada St;Seattle;WA;98134;47,56535;-122,34054;;5,46;0,14;2016-building-energy-benchmarking.csv
20618;2016;NonResidential;Warehouse;Compton Lumber Co., Inc;1824049075;;2;GREATER DUWAMISH;1961;1;1;38005;0;38005;Non-Refrigerated Warehouse, Office, Self-Storage Facility;Non-Refrigerated Warehouse;21560;Self-Storage Facility;10974;Office;5471;;;19.79999924;21.10000038;55.59999847;57.59999847;752093.625;800420.6875;0;185436;632708;1193,859985;119386;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3847  1st Avenue South;Seattle;WA;98134;47,56897;-122,33617;;10,75;0,28;2016-building-energy-benchmarking.csv
20620;2016;NonResidential;Distribution Center;3851 Distribution Center;1824049109;;2;GREATER DUWAMISH;1998;1;1;35579;0;35579;Distribution Center;Distribution Center;35579;;;;;;72;30.79999924;35.40000153;56.79999924;61.59999847;1096646.25;1259267.75;0;121936,5;416047;6805,989746;680599;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3851 1st Ave S;Seattle;WA;98134;47,5678;-122,33622;;39,05;1,1;2016-building-energy-benchmarking.csv
20624;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Portofino Apartments;1825049039;;4;LAKE UNION;2008;1;5;40505;14620;25885;Multifamily Housing, Parking;Multifamily Housing;23495;Parking;14620;;;;98;29.20000076;29.89999962;91.69999695;94;685888.1875;703674.125;0;201022,2969;685888;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3815 Woodland Park Ave N;Seattle;WA;98103;47,65331;-122,34445;;4,78;0,12;2016-building-energy-benchmarking.csv
20626;2016;NonResidential;Distribution Center;3317;1327300065;;2;GREATER DUWAMISH;1975;1;1;49950;0;49950;Distribution Center;Distribution Center;49950;;;;;;77;4.800000191;4.800000191;15;15;238969.7031;238969.7031;0;70038;238970;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3317 6th Avenue South;Seattle;WA;98134;47,57382;-122,32672;;1,67;0,03;2016-building-energy-benchmarking.csv
20630;2016;Multifamily LR (1-4);Low-Rise Multifamily;Canterbury Shores;1330800000;;3;EAST;1967;0;4;118154;0;118154;Multifamily Housing, Parking, Swimming Pool;Multifamily Housing;93154;Parking;8460;Swimming Pool;0;;33;42.5;44.79999924;122.5;131.6999969;3960898.75;4169621.25;0;1016666;3468864;4920,340332;492034;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2501 Canterbury Lane;Seattle;WA;98112;47,64202;-122,28039;;50,31;0,43;2016-building-energy-benchmarking.csv
20645;2016;SPS-District K-12;K-12 School;Stevens Elementary;1337801270;;3;EAST;2001;1;3;62078;0;62078;K-12 School;K-12 School;62078;;;;;;97;31.5;35.20000076;71.80000305;77.5;1955013.5;2187712.5;0;337560,1875;1151755;8032,580078;803258;;;;True;;Error - Correct Default Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1242 18th Ave. E.;Seattle;WA;98112;47,6315;-122,30761;;50,69;0,82;2016-building-energy-benchmarking.csv
